Code,Description,Category,Source,Notes;
P2559, Engine Coolant Level Sensor/Switch Circuit High,Powertrain,OBD-II Standard,;
P2560, Engine Coolant Level Low,Powertrain,OBD-II Standard,;
P2561, A/C Control Module Requ ested MIL Illumination,Powertrain,OBD-II Standard,;
P2562, Turbocharger Boost Control Position Sensor Circuit,Powertrain,OBD-II Standard,;
P2563, Turbocharger Boost Control Position Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2564, Turbocharger Boost Control Position Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2565, Turbocharger Boost Control Pos ition Sensor Circuit High,Powertrain,OBD-II Standard,;
P2566, Turbocharger Boost Control Position Sensor Circuit Intermittent,Powertrain,OBD-II Standard,;
P2567, Direct Ozone Reduction Catalyst Temperature Sensor Circuit,Powertrain,OBD-II Standard,;
P2568, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2569, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2570, Direct Ozone Reduction Catalyst Temperature Sensor Circuit High,Powertrain,OBD-II Standard,;
P2571, Direct Ozone Reduction Catalyst Temperature Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2572, Direct Ozone Reduction Catalys t Deterioration Sensor Circuit,Powertrain,OBD-II Standard,;
P2573, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2574, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Low,Powertrain,OBD-II Standard,;
P2575, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit High,Powertrain,OBD-II Standard,;
P2576, Direct Ozone Reduction Catalyst Deterioration Sensor Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2577, Direct Ozone Reduction Catalyst Efficiency Below Threshold,Powertrain,OBD-II Standard,;
P2600, Coolant Pump Control Circuit/Open,Powertrain,OBD-II Standard,;
P2601, Coolant Pump Control Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2602, Coolant Pump Control Circuit Low,Powertrain,OBD-II Standard,;
P2603, Coolant Pump Control Circuit High,Powertrain,OBD-II Standard,;
P2604, Intake Air Heater A Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2605, Intake Air Heater A Circuit/Open,Powertrain,OBD-II Standard,;
P2606, Intake Air Heater B Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2607, Intake Air Heate r B Circuit Low,Powertrain,OBD-II Standard,;
P2608, Intake Air Heater B Circuit High,Powertrain,OBD-II Standard,;
P2609, Intake Air Heater System Performance,Powertrain,OBD-II Standard,;
P2610, ECM/PCM Internal Engine Off Timer Performance,Powertrain,OBD-II Standard,;
P2611, A/C Refrigerant Distribution Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P2612, A/C Refrigerant Distribution Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P2613, A/C Refrigerant Distribution Valve Control Circuit High,Powertrain,OBD-II Standard,;
P2614, Camshaft Position Signal Output Circuit/Open,Powertrain,OBD-II Standard,;
P2615, Camshaft Position Signal Output Circuit Low,Powertrain,OBD-II Standard,;
P2616, Camshaft Position Signal Output Circuit High,Powertrain,OBD-II Standard,;
P2617, Crank shaft Position Signal Output Circuit/Open,Powertrain,OBD-II Standard,;
P2618, Crankshaft Position Signal Output Circuit Low,Powertrain,OBD-II Standard,;
P2619, Crankshaft Position Signal Output Circuit High,Powertrain,OBD-II Standard,;
P2620, Throttle Position Output Circuit/Open,Powertrain,OBD-II Standard,;
P2621, Throttle Position Output Circuit Low,Powertrain,OBD-II Standard,;
P2622, Throttle Po sition Output Circuit High,Powertrain,OBD-II Standard,;
P2623, Injector Control Pressure Regulator Circuit/Open,Powertrain,OBD-II Standard,;
P2624, Injector Control Pressure Regulator Circuit Low,Powertrain,OBD-II Standard,;
P2625, Injector Control Pressure Regulator Circuit High,Powertrain,OBD-II Standard,;
P2626, O2 Sensor Pumping Current Trim Circuit/Open,Powertrain,OBD-II Standard,;
P2627, O2 S ensor Pumping Current Trim Circuit Low,Powertrain,OBD-II Standard,;
P2628, O2 Sensor Pumping Current Trim Circuit High,Powertrain,OBD-II Standard,;
P2629, O2 Sensor Pumping Current Trim Circuit/Open,Powertrain,OBD-II Standard,;
P2630, O2 Sensor Pumping Current Trim Circuit Low,Powertrain,OBD-II Standard,;
P2631, O2 Sensor Pumping Current Trim Circuit High,Powertrain,OBD-II Standard,;
P2632, Fuel Pu mp B Control Circuit /Open,Powertrain,OBD-II Standard,;
P2633, Fuel Pump B Control Circuit Low,Powertrain,OBD-II Standard,;
P2634, Fuel Pump B Control Circuit High,Powertrain,OBD-II Standard,;
P2635, Fuel Pump A Low Flow / Performance,Powertrain,OBD-II Standard,;
P2636, Fuel Pump B Low Flow / Performance,Powertrain,OBD-II Standard,;
P2637, Torque Management Feedback Signal A,Powertrain,OBD-II Standard,;
P2638, Torq ue Management Feedback Signal A Range/Performance,Powertrain,OBD-II Standard,;
P2639, Torque Management Feedback Signal A Low,Powertrain,OBD-II Standard,;
P2640, Torque Management Feedback Signal A High,Powertrain,OBD-II Standard,;
P2641, Torque Management Feedback Signal B,Powertrain,OBD-II Standard,;
P2642, Torque Management Feedback Signal B Range/Performan ce,Powertrain,OBD-II Standard,;
P2643, Torque Management Feedback Signal B Low,Powertrain,OBD-II Standard,;
P2644, Torque Management Feedback Signal B High,Powertrain,OBD-II Standard,;
P2645, A Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard,;
P2646, A Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2647, A Rocker Arm Actuator System S tuck On,Powertrain,OBD-II Standard,;
P2648, A Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2649, A Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2650, B Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard,;
P2651, B Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2652, B Rocker Arm Actuator System Stuck On,Powertrain,OBD-II Standard,;
P2653, B Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2654, B Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2655, A Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard,;
P2656, A Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2657, A Rocker Arm Actuator System Stuck On,Powertrain,OBD-II Standard,;
P2658, A Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2659, A Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2660, B Rocker Arm Actuator Control Circuit/Open,Powertrain,OBD-II Standard,;
P2661, B Rocker Arm Actuator System Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2662, B R ocker Arm Actuator System Stuck On,Powertrain,OBD-II Standard,;
P2663, B Rocker Arm Actuator Control Circuit Low,Powertrain,OBD-II Standard,;
P2664, B Rocker Arm Actuator Control Circuit High,Powertrain,OBD-II Standard,;
P2665, Fuel Shutoff Valve B Control Circuit/Open,Powertrain,OBD-II Standard,;
P2666, Fuel Shutoff Valve B Control Circuit Low,Powertrain,OBD-II Standard,;
P2667, Fuel Shuto ff Valve B Control Circuit High,Powertrain,OBD-II Standard,;
P2668, Fuel Mode Indicator Lamp Control Circuit,Powertrain,OBD-II Standard,;
P2669, Actuator Supply Voltage B Circuit /Open,Powertrain,OBD-II Standard,;
P2670, Actuator Supply Voltage B Circuit Low,Powertrain,OBD-II Standard,;
P2671, Actuator Supply Voltage B Circuit High,Powertrain,OBD-II Standard,;
P2700, Transmission Friction E lement A Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2701, Transmission Friction Element B Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2702, Transmission Friction Element C Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2703, Transmission Friction Element D Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2704, Transmission Friction Element E Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2705, Transmission Friction Element F Apply Time Range/Performance,Powertrain,OBD-II Standard,;
P2706, Shift Solenoid F,Powertrain,OBD-II Standard,;
P2707, Shift Solenoid F Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2708, Shift Solenoid F Stuck On,Powertrain,OBD-II Standard,;
P2709, Shift Solenoid F Electrical,Powertrain,OBD-II Standard,;
P2710, Shift Solenoid F Intermittent,Powertrain,OBD-II Standard,;
P2711, Unexpected Mechanical Gear Disengagement,Powertrain,OBD-II Standard,;
P2712, Hydraulic Power Unit Leakage,Powertrain,OBD-II Standard,;
P2713, Pressure Control Solenoid D,Powertrain,OBD-II Standard,;
P2714, Pressure Control Solenoid D Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2715, Pressure Control Solenoid D Stuck On,Powertrain,OBD-II Standard,;
P2716, Pressure Control Solenoid D Electrical,Powertrain,OBD-II Standard,;
P2717, Pressure Control Solenoid D Intermittent,Powertrain,OBD-II Standard,;
P2718, Pressure Control Solenoid D Control Circuit / Open,Powertrain,OBD-II Standard,;
P2719, Pressure Control Solenoid D Control Circuit Range/ Performance,Powertrain,OBD-II Standard,;
P2720, Pressure Control Solenoid D Control Circuit Low,Powertrain,OBD-II Standard,;
P2721, Pressure Control Solenoid D Control Circuit High,Powertrain,OBD-II Standard,;
P2722, Pressure Control Solenoid E,Powertrain,OBD-II Standard,;
P2723, Pressure Control Solenoid E Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2724, Pressure Control Soleno id E Stuck On,Powertrain,OBD-II Standard,;
P2725, Pressure Control Solenoid E Electrical,Powertrain,OBD-II Standard,;
P2726, Pressure Control Solenoid E Intermittent,Powertrain,OBD-II Standard,;
P2727, Pressure Control Solenoid E Control Circuit / Open,Powertrain,OBD-II Standard,;
P2728, Pressure Control Solenoid E Control Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2729, Pressure Control Solenoid E Control Circuit Low,Powertrain,OBD-II Standard,;
P2730, Pressure Control Solenoid E Control Circuit High,Powertrain,OBD-II Standard,;
P2731, Pressure Control Solenoid F,Powertrain,OBD-II Standard,;
P2732, Pressure Control Solenoid F Performance or Stuck Off,Powertrain,OBD-II Standard,;
P2733, Pressure Control Solenoid F Stuck On,Powertrain,OBD-II Standard,;
P2734, Pressure Control Solenoid F Electrical,Powertrain,OBD-II Standard,;
P2735, Pressure Control Solenoid F Intermittent,Powertrain,OBD-II Standard,;
P2736, Pressure Control Solenoid F Control Circuit/Open,Powertrain,OBD-II Standard,;
P2737, Pressure Control Solenoid F Control Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2738, Pressure Control Solenoid F Control Circuit Low,Powertrain,OBD-II Standard,;
P2739, Pressure Control Solenoid F Control Circuit High,Powertrain,OBD-II Standard,;
P2740, Transmission Fluid Temperature Sensor B Circuit,Powertrain,OBD-II Standard,;
P2741, Transmission Fluid Temperature Sensor B Circuit Range Performance,Powertrain,OBD-II Standard,;
P2742, Transmission Fluid Temperature Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P2743, Transmission Fluid Temperature Sensor B Circuit High,Powertrain,OBD-II Standard,;
P2744, Transmission Fluid Temperature Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P2745, Intermediate Shaft Speed Sensor B Circuit,Powertrain,OBD-II Standard,;
P2746, Intermediate Shaft Speed Sensor B Circuit Range /Performance,Powertrain,OBD-II Standard,;
P2747, Intermediate Shaft Speed Sensor B Circuit No Signal,Powertrain,OBD-II Standard,;
P2748, Intermediate Shaft Speed Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P2749, Intermediate Shaft Speed Sensor C Circuit,Powertrain,OBD-II Standard,;
P2750, Intermediate Shaft Speed Sensor C Circuit Range/Performanc e,Powertrain,OBD-II Standard,;
P2751, Intermediate Shaft Speed Sensor C Circuit No Signal,Powertrain,OBD-II Standard,;
P2752, Intermediate Shaft Speed Sensor C Circuit Intermittent,Powertrain,OBD-II Standard,;
P2753, Transmission Fluid Cooler Control Circuit/Open,Powertrain,OBD-II Standard,;
P2754, Transmission Fluid Cooler Control Circuit Low,Powertrain,OBD-II Standard,;
P2755, Transmission Fl uid Cooler Control Circuit High,Powertrain,OBD-II Standard,;
P2756, Torque Converter Clutch Pressure Control Solenoid,Powertrain,OBD-II Standard,;
P2757, Torque Converter Clutch Pressure Control Solenoid Control Circuit Performance or,Powertrain,OBD-II Standard,;
P2758, Torque Converter Clutch Pressure Control Solenoid Control Circ uit Stuck On,Powertrain,OBD-II Standard,;
P2759, Torque Converter Clutch Pressure Control Solenoid Control Circuit Electrical,Powertrain,OBD-II Standard,;
P276,5 Input/Turbine Speed Sensor B Circuit,Powertrain,OBD-II Standard,;
P2760, Torque Converter Clutch Pressure Control Solenoid Control Circuit Intermittent,Powertrain,OBD-II Standard,;
P2761, Torque Converter Clutch Pressure Control Solenoid Control Circuit/ Open,Powertrain,OBD-II Standard,;
P2762, Torque Converter Clutch Pressure Control Solenoid Control Circuit,Powertrain,OBD-II Standard,;
P2763, Torque Converter Clutch Pressure Control Solenoid Control Circuit High,Powertrain,OBD-II Standard,;
P2764, Torque Converter Clutch Pressure Control Solenoid Control Circuit Low,Powertrain,OBD-II Standard,;
P2766, Input/Turbine Speed Sensor B Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2767, Input/Turbine Speed Sensor B Circuit No Signal,Powertrain,OBD-II Standard,;
P2768, Input/Turbine Speed Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P2769, Torque Converter Clutch Circu it Low,Powertrain,OBD-II Standard,;
P2770, Torque Converter Clutch Circuit High,Powertrain,OBD-II Standard,;
P2771, Four Wheel Drive (4WD) Low Switch Circuit,Powertrain,OBD-II Standard,;
P2772, Four Wheel Drive (4WD) Low Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2773, Four Wheel Drive (4WD) Low Switch Circuit Low,Powertrain,OBD-II Standard,;
P2774, Four Wheel Drive (4WD) Low Sw itch Circuit High,Powertrain,OBD-II Standard,;
P2775, Upshift Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2776, Upshift Switch Circuit Low,Powertrain,OBD-II Standard,;
P2777, Upshift Switch Circuit High,Powertrain,OBD-II Standard,;
P2778, Upshift Switch Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2779, Downshift Switch Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2780, Downshift Swi tch Circuit Low,Powertrain,OBD-II Standard,;
P2781, Downshift Switch Circuit High,Powertrain,OBD-II Standard,;
P2782, Downshift Switch Circuit Intermittent/Erratic,Powertrain,OBD-II Standard,;
P2783, Torque Converter Temperature Too High,Powertrain,OBD-II Standard,;
P2784, Input/Turbine Speed Sensor A/B Correlation,Powertrain,OBD-II Standard,;
P2785, Clutch Actuator Temperature Too High,Powertrain,OBD-II Standard,;
P2786, Gear Shift Actuator Temperature Too High,Powertrain,OBD-II Standard,;
P2787, Clutch Temperature Too High,Powertrain,OBD-II Standard,;
P2788, Auto Shift Manual Adaptive Learning at Limit,Powertrain,OBD-II Standard,;
P2789, Clutch Adaptive Learning at Limit,Powertrain,OBD-II Standard,;
P2790, Gate Select Direction Circuit,Powertrain,OBD-II Standard,;
P2791, Gate Select Direction Circuit Low,Powertrain,OBD-II Standard,;
P2792, Gate Select Direction Circuit High,Powertrain,OBD-II Standard,;
P2793, Gear Shift Direction Circuit,Powertrain,OBD-II Standard,;
P2794, Gear Shift Direction Circuit Low,Powertrain,OBD-II Standard,;
P2795, Gear Shift Direction Circuit High,Powertrain,OBD-II Standard,;
P2A00, O2 Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2A01, O2 Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2A02, O2 Sensor Cir cuit Range/Performance,Powertrain,OBD-II Standard,;
P2A03, O2 Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2A04, O2 Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P2A05, O2 Sensor Circuit Range/Performance,Powertrain,OBD-II Standard,;
P3400, Cylinder Deactivation System,Powertrain,OBD-II Standard,;
P3401, Cylinder 1 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3402,Cylinder 1 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3403, Cylinder 1 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3404, Cylinder 1 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3405, Cylinder 1 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3406, Cylind er 1 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3407, Cylinder 1 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3408, Cylinder 1 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3409, Cylinder 2 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P341,5 Cylinder 2 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3410, Cylinder 2 Deactivation/lntake Valve Con trol Performance,Powertrain,OBD-II Standard,;
P3411, Cylinder 2 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3412, Cylinder 2 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3413, Cylinder 2 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3414, Cylinder 2 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3416, Cylinder 2 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3417, Cylinder 3 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3418, Cylinder 3 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3419, Cylinder 3 Deactivat ion/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3420, Cylinder 3 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3421, Cylinder 3 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3422, Cylinder 3 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3423, Cylinder 3 Exhaust Valve Control Circuit L ow,Powertrain,OBD-II Standard,;
P3424, Cylinder 3 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3425, Cylinder 4 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3426, Cylinder 4 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3427, Cylinder 4 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3428, Cylinder 4 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3429, Cylinder 4 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3430, Cylinder 4 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3431, Cylinder 4 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3432, Cylinder 4 Exhaust Valve Control C ircuit High,Powertrain,OBD-II Standard,;
P3433, Cylinder 5 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3434, Cylinder 5 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3435, Cylinder 5 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3436, Cylinder 5 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3437, Cylinder 5 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3438, Cylinder 5 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3439, Cylinder 5 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3440, Cylinder 5 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3441, Cylinder 6 Deactivation/l ntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3442, Cylinder 6 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3443, Cylinder 6 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3444, Cylinder 6 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3445, Cylinder 6 Exhaust Valv e Control Circuit/Open,Powertrain,OBD-II Standard,;
P3446, Cylinder 6 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3447, Cylinder 6 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3448, Cylinder 6 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3449, Cylinder 7 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3450, Cylinder 7 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3451, Cylinder 7 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3452, Cylinder 7 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3453, Cylinder 7 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3454, Cylinder 7 Exh aust Valve Control Performance,Powertrain,OBD-II Standard,;
P3455, Cylinder 7 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3456, Cylinder 7 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3457, Cylinder 8 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3458, Cylinder 8 Deactivation/lntake Valve Control Per formance,Powertrain,OBD-II Standard,;
P3459, Cylinder 8 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3460, Cylinder 8 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3461, Cylinder 8 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3462, Cylinder 8 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3463, Cylind er 8 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3464, Cylinder 8 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3465, Cylinder 9 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3466, Cylinder 9 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3467, Cylinder 9 Deactivation/lnta ke Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3468, Cylinder 9 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3469, Cylinder 9 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P347,2 Cylinder 9 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3470, Cylinder 9 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3471, Cylinder 9 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3473, Cylinder 10 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3474, Cylinder 10 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3475, Cylinder 10 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3476, Cylin der 10 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3477, Cylinder 10 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3478, Cylinder 10 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3479, Cylinder 10 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3480, Cylinder 10 Exhaust Valve Control C ircuit High,Powertrain,OBD-II Standard,;
P3481, Cylinder 11 Deactivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3482, Cylinder 11 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3483, Cylinder 11 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3484, Cylinder 11 Deactivation/lntake Valve Con trol Circuit High,Powertrain,OBD-II Standard,;
P3485, Cylinder 11 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3486, Cylinder 11 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3487, Cylinder 11 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3488, Cylinder 11 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3489, Cylinder 12 Deact ivation/lntake Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3490, Cylinder 12 Deactivation/lntake Valve Control Performance,Powertrain,OBD-II Standard,;
P3491, Cylinder 12 Deactivation/lntake Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3492, Cylinder 12 Deactivation/lntake Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3493, Cylinder 12 Exhaust Valve Control Circuit/Open,Powertrain,OBD-II Standard,;
P3494, Cylinder 12 Exhaust Valve Control Performance,Powertrain,OBD-II Standard,;
P3495, Cylinder 12 Exhaust Valve Control Circuit Low,Powertrain,OBD-II Standard,;
P3496, Cylinder 12 Exhaust Valve Control Circuit High,Powertrain,OBD-II Standard,;
P3497, Cylinder Deactivation System,Powertrain,OBD-II Standard,;
U1000,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1001,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1002,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1003,SCP ( J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1004,SCP (J1850) Invalid or Missing Data for EEC Programming,Network,OBD-II Standard,;
U1005,SCP (J1850) Invalid or Missing Data for EEC Programming,Network,OBD-II Standard,;
U1006,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1007,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1008,SCP (J1850) Invalid or Missing Data for Engine Torque,Network,OBD-II Standard,;
U1009,SCP (J1850) Invalid or Missing Data for Engine Torque,Network,OBD-II Standard,;
U1010,SCP (J1850) Invalid or Missing Data for Engine Air Intake,Network,OBD-II Standard,;
U1011,SCP (J1850) In valid or Missing Data for Engine Air Intake,Network,OBD-II Standard,;
U1012,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1013,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1014,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1015,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1016,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1017,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1018,SCP (J1850) Invalid or Missing Data for Throttle,Network,OBD-II Standard,;
U1019,SCP (J1850) Invalid or Missing Data for T hrottle,Network,OBD-II Standard,;
U1020,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,Network,OBD-II Standard,;
U1021,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch,Network,OBD-II Standard,;
U1022,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1023,SCP (J1850) Invalid or Missing Da ta for Primary Id,Network,OBD-II Standard,;
U1024,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1025,SCP (J1850) Invalid or Missing Data for Primary Id,Network,OBD-II Standard,;
U1026,SCP (J1850) Invalid or Missing Data for Engine RPM,Network,OBD-II Standard,;
